Transaction ID,Date,Customer ID,Customer Name,Age,Gender,Product ID,Product Name,Product Category,Unit Price,Quantity
TR-270,2024-09-26,8329,huxqtNsw,31,Female,10,AOGBbn,Electronics,694.0087606329818,2
TR-271,2024-09-27,5967,hRFXzerT,51,Male,5,dKhmBA,Electronics,27.898909953542123,5
TR-272,2024-09-28,9884,mKbgAupv,58,Female,7,JOlztt,Clothing,280.9689012160122,1
TR-273,2024-09-29,5136,zvnECeJJ,44,Male,3,cmcebi,Books,568.5838935269031,1
TR-274,2024-09-30,7564,tizUeVbN,19,Female,9,SlVDXM,Books,803.7801596846303,3
TR-275,2024-10-01,7396,JwtVwLoM,54,Male,8,PrbNfu,Books,245.6022554063006,1
TR-276,2024-10-02,1358,sQojmHTf,49,Female,3,PFvrDx,Clothing,776.9641843922897,1
TR-277,2024-10-03,9919,dmpabnZh,69,Male,9,oYXSsH,Books,192.083105087606,5
TR-278,2024-10-04,6634,oasiAlvo,50,Female,2,sQNVXH,Electronics,626.0012342017012,5
TR-279,2024-10-05,7340,CbkOQSzv,67,Male,1,kpLIhR,Clothing,957.2765213460093,5
TR-280,2024-10-06,2615,lBOsipVU,61,Male,5,kzlwIz,Books,563.9605609652778,4
TR-281,2024-10-07,8501,GrnORBlC,55,Female,1,ievLmA,Books,587.8540818040715,1
TR-282,2024-10-08,5364,mgKALlFw,58,Male,2,PjLWOI,Clothing,336.6485844613472,1
TR-283,2024-10-09,4012,ssUcAoDf,51,Female,3,jLKUAb,Books,862.5819377826107,1
TR-284,2024-10-10,2301,XSSqNSEC,43,Female,4,ICKFxK,Books,632.3192613329994,1
TR-285,2024-10-11,8110,VhUqQump,33,Male,3,izRArf,Books,238.58837754775328,1
TR-286,2024-10-12,1850,rYuFuSkK,28,Female,5,vhqtYr,Clothing,363.3801417436484,1
TR-287,2024-10-13,4424,yzixgpQA,62,Male,9,NUaIWn,Electronics,372.0103471036173,1
TR-288,2024-10-14,3715,IAMZAtzx,25,Female,4,LPAEKv,Clothing,464.765163453258,4
TR-289,2024-10-15,5291,gfHFtzvF,22,Female,9,MQOOLO,Electronics,67.62862280604833,5
TR-290,2024-10-16,6542,sHUTjTXI,28,Female,5,cawbvj,Clothing,512.2451043814112,4
TR-291,2024-10-17,4384,ILKNBQTz,27,Female,3,QAXeeY,Clothing,784.9195242088343,2
TR-292,2024-10-18,3771,vvsVDJVN,48,Female,5,ksnpai,Clothing,931.7289461405999,1
TR-293,2024-10-19,9305,XvIzAuLZ,32,Male,5,JvxnDF,Electronics,610.0344932446455,4
TR-294,2024-10-20,9353,uRArcUes,61,Male,10,KehUTw,Clothing,190.7366567418075,2
TR-295,2024-10-21,1475,PwQhZcmb,20,Female,1,BtCRZj,Books,141.64500641971836,3
TR-296,2024-10-22,5439,MYLEDxgq,40,Male,2,poFUiX,Electronics,484.1110582270964,3
TR-297,2024-10-23,1030,Hpvnonda,61,Male,8,POujKd,Electronics,971.6268353989291,1
TR-298,2024-10-24,3658,nYXuFLJV,47,Male,10,YLimnE,Electronics,448.1140737761336,2
TR-299,2024-10-25,3295,SUuKoxSP,56,Female,7,TGyfhB,Electronics,986.4040008112926,1
TR-300,2024-10-26,4297,aDMMCZaY,30,Female,8,HBqBsR,Books,977.6300489545116,5
TR-301,2024-10-27,6019,ItankZEO,49,Male,8,axFTIG,Electronics,286.747726834972,5
TR-302,2024-10-28,5077,xgJXtgQe,23,Male,9,vtFkbj,Electronics,404.06623511842133,1
TR-303,2024-10-29,9271,JEKPAOGc,28,Female,10,OqUpxH,Clothing,521.6841631339191,5
TR-304,2024-10-30,9223,DXxdntTb,56,Male,2,kPgYxE,Electronics,910.8415603342718,2
TR-305,2024-10-31,8769,RJtYBaRs,39,Male,3,yknScX,Electronics,374.7686374091826,1
TR-306,2024-11-01,6733,phCRPQJZ,43,Female,4,ATJoff,Clothing,157.38751520878526,5
TR-307,2024-11-02,2898,iLtVydTZ,42,Male,5,GhpQqG,Clothing,636.22794944203,3
TR-308,2024-11-03,8264,MIuOMmLP,36,Female,6,eGYlKA,Electronics,603.5801428259632,2
TR-309,2024-11-04,8999,RUWUWlHx,52,Female,2,CQJjgJ,Clothing,569.8989611161594,5
TR-310,2024-11-05,5302,dPqLhkCp,63,Female,4,LrwinI,Electronics,883.8077168829003,1
TR-311,2024-11-06,8613,TmXeDLby,47,Male,3,Wecyku,Clothing,192.04049648182777,2
TR-312,2024-11-07,6183,ZvoLaQPp,23,Male,7,ZaeKfF,Electronics,654.6829122492362,1
TR-313,2024-11-08,4850,JzlYXbit,40,Male,4,SAVNDk,Books,896.6404559894465,4
TR-314,2024-11-09,4772,CVBSGgFG,23,Male,6,ZAGeJS,Electronics,182.38464041577217,1
TR-315,2024-11-10,6370,ihXlEDmw,55,Female,10,OLLBYZ,Electronics,755.856129779081,4
TR-316,2024-11-11,9723,zWnYbgvw,63,Female,4,SfXOjp,Clothing,556.7350712845953,1
TR-317,2024-11-12,3877,CsIsMuGK,49,Male,3,DnOXkq,Clothing,460.7687251371082,5
TR-318,2024-11-13,1581,wDHLXehI,29,Female,1,nNGKXC,Clothing,664.6194877840732,4
TR-319,2024-11-14,9546,IUAduUyO,66,Female,7,OyJZux,Clothing,748.3812630903624,5
TR-320,2024-11-15,2778,XzgPucOq,45,Male,8,tFOYxb,Books,228.1909422263734,5
TR-321,2024-11-16,8610,JiuJXtTm,38,Male,1,tupVpn,Books,322.9301724950955,3
TR-322,2024-11-17,1711,knmuESkw,53,Male,8,QpcHAP,Electronics,389.7436754868379,1
TR-323,2024-11-18,8754,GoepjvZA,43,Female,2,ItWkaB,Books,764.3279061130221,4
TR-324,2024-11-19,6014,TMnsprsh,23,Female,2,acprdy,Electronics,12.577873173167266,4
TR-325,2024-11-20,4145,YTBtujVj,58,Male,5,ngIxAj,Clothing,417.03567515200774,2
TR-326,2024-11-21,1742,VdRxmMeE,38,Female,2,nLFHRx,Electronics,986.714570232608,2
TR-327,2024-11-22,9671,RrPsNJal,65,Female,3,nVOUxj,Electronics,215.9076101618141,3
TR-328,2024-11-23,6414,SMmfmuPH,29,Female,9,EEhMxi,Clothing,397.75217505692336,2
TR-329,2024-11-24,4460,nKijfRMH,49,Male,6,jGBwTY,Books,171.65745090567955,2
TR-330,2024-11-25,5199,aYDxQdbO,70,Male,4,HoNkBR,Electronics,612.2106220002644,5
TR-331,2024-11-26,4115,qBnicsIS,44,Female,2,QozPXY,Clothing,375.0297873389914,1
TR-332,2024-11-27,5515,kiHUfKlk,58,Male,9,xsKwMl,Books,116.38110989061336,1
TR-333,2024-11-28,7806,hEMsVoxZ,34,Female,2,wTwdss,Electronics,357.70251988425457,1
TR-334,2024-11-29,7804,kEFIUFDK,69,Male,9,JzvHYf,Electronics,651.1020191771222,1
TR-335,2024-11-30,4134,KRsDVVgp,31,Male,8,ZMOnjd,Clothing,875.7845598972318,5
TR-336,2024-12-01,9211,ALUXBETF,29,Male,10,EOQOqD,Electronics,469.9518853178957,3
TR-337,2024-12-02,2674,CkmUvAze,54,Male,3,LvUzaR,Books,983.1403942996355,5
TR-338,2024-12-03,7092,uLwcNIJN,45,Female,6,xzbwJk,Clothing,745.3054325929811,1
TR-339,2024-12-04,2286,PAmlGdTV,41,Female,5,hbcBJZ,Books,53.836904817901974,4
TR-340,2024-12-05,3044,uHckxCro,60,Female,6,XXArNJ,Clothing,896.337545512754,3
TR-341,2024-12-06,3352,vAvVlBHi,42,Male,3,attrpJ,Books,944.3752506083675,4
TR-342,2024-12-07,9533,gCzkvYpR,34,Female,10,xrlZWI,Clothing,439.5379158561007,1
TR-343,2024-12-08,3187,orEUadmq,33,Male,4,AuTjey,Electronics,289.28874550170553,1
TR-344,2024-12-09,9407,TdeoQMPn,21,Male,9,wNtzBu,Clothing,272.94934202223027,1
TR-345,2024-12-10,6914,vecBxmcy,31,Male,4,rdrDxo,Clothing,438.7498058792214,2
TR-346,2024-12-11,9132,CdLQXYam,46,Female,4,GcYTIg,Electronics,653.9308490625758,4
TR-347,2024-12-12,7001,TOttOyvm,62,Female,2,yNONIg,Electronics,253.78187997175317,1
TR-348,2024-12-13,7885,nirgEatC,41,Male,6,JkuOiC,Electronics,123.69598464498912,4
TR-349,2024-12-14,7328,PnTfSULw,21,Female,4,KOSfJd,Electronics,557.6407783821206,4
TR-350,2024-12-15,5342,GsOnzdqC,29,Male,4,ltnAeQ,Clothing,499.18166295874204,1
TR-351,2024-12-16,5359,QdEHhcmO,30,Female,9,tGXgCj,Clothing,713.3430991693228,4
TR-352,2024-12-17,5929,LBJBhKSP,23,Female,9,bXuBNQ,Electronics,845.6330990940645,4
TR-353,2024-12-18,4268,SwcOgsHX,44,Female,2,agFXLf,Electronics,210.4554937807169,4
TR-354,2024-12-19,5174,OaFiaIjR,60,Female,7,vfAwxa,Clothing,392.9576045119853,4
TR-355,2024-12-20,8547,xyrHVerj,48,Male,3,QQdKgH,Clothing,651.5355723228138,5
TR-356,2024-12-21,9181,rhrzfpkw,58,Female,7,NMVdxA,Clothing,88.15914578142953,4
TR-357,2024-12-22,1572,MetBLdHh,54,Female,8,JVKuXx,Books,650.5462655845758,3
TR-358,2024-12-23,2889,boVJTBoK,44,Female,2,cmEhuk,Books,691.5123137646009,5
TR-359,2024-12-24,2994,TkVXFfqf,41,Female,1,YRxRgd,Books,279.06497851862724,5
TR-360,2024-12-25,5954,WVXzgwoo,23,Female,4,xcImnw,Clothing,192.64866533704344,5
TR-361,2024-12-26,9205,KPlFRVEy,70,Female,8,JPgbvv,Electronics,182.38586079921797,5
TR-362,2024-12-27,4374,LfKMXGaB,58,Male,3,AqDCey,Clothing,75.16684302471232,2
TR-363,2024-12-28,6337,wLekqltV,36,Female,9,DLkRQv,Electronics,727.5433994000202,1
TR-364,2024-12-29,3036,UlVDJgjl,46,Male,9,AsMhFi,Clothing,367.7976346784288,1
TR-365,2024-12-30,3306,ExvYfxdZ,36,Female,4,VVluIJ,Electronics,58.30915759432863,3
TR-366,2024-12-31,6077,aArTeIjA,59,Male,9,FPWLvk,Clothing,854.4207411360359,4
TR-367,2025-01-01,5414,oqJfqwHD,37,Female,3,ZtNDoe,Books,380.0021126869866,3
TR-368,2025-01-02,1382,jfmopWJw,38,Male,4,aRKyrO,Books,293.4093913814165,1
TR-369,2025-01-03,2354,amzWprdS,53,Male,1,kyIhmD,Clothing,691.7601107622565,4
TR-370,2025-01-04,9641,saUDaejJ,29,Female,10,akzQiU,Clothing,218.58525191718087,5
TR-371,2025-01-05,4693,PFJnGfSb,40,Male,10,XjRjvE,Electronics,40.148035906132,2
TR-372,2025-01-06,3126,ptvoExjJ,39,Female,8,GUDCCr,Books,848.1043472536923,4
TR-373,2025-01-07,3345,iJLUhQpc,63,Female,3,feWKWJ,Electronics,31.310414388684585,4
TR-374,2025-01-08,2677,HTtfQhDR,22,Female,7,LTgLwg,Electronics,100.97070517525076,2
TR-375,2025-01-09,9615,rMzgXVvM,64,Male,2,YbEGld,Books,468.3468859041645,2
TR-376,2025-01-10,5119,YjdDVwVj,68,Female,5,PJPbbT,Clothing,66.00212128407553,3
TR-377,2025-01-11,5572,QMZaYieN,53,Female,2,pdKdgA,Books,669.8586466189046,3
TR-378,2025-01-12,9100,pdpokSjT,43,Female,2,gXQXXG,Electronics,618.9567963070467,1
TR-379,2025-01-13,5676,mmWtLNVy,30,Female,10,rJHBUR,Electronics,377.23283360245244,3
TR-380,2025-01-14,6803,hYjRWDym,66,Male,4,gNEHKx,Electronics,693.1839037454363,1
TR-381,2025-01-15,5458,ZHvCImWG,40,Female,4,FPasHJ,Books,752.7853642154638,3
TR-382,2025-01-16,2061,kCaNbtYR,70,Female,7,mDxgCS,Clothing,830.7637146407397,1
TR-383,2025-01-17,2400,vaYnZcJZ,51,Female,10,yDwzlu,Electronics,551.856471270798,3
TR-384,2025-01-18,6709,OSjjQImj,42,Female,3,eCAnUy,Clothing,711.0416273378365,5
TR-385,2025-01-19,8170,sHxwEXZV,25,Male,7,cuRmRC,Books,389.55058265395456,3
TR-386,2025-01-20,1579,WXjKJxIO,31,Female,2,XIvAvP,Clothing,753.3586014372671,1
TR-387,2025-01-21,2416,VNtCUkAG,68,Male,8,OEhTsR,Books,57.188632914455994,1
TR-388,2025-01-22,9894,jMeqTwrc,64,Male,9,JlnzIu,Clothing,268.3060978606097,5
TR-389,2025-01-23,5952,YCYUstwJ,31,Male,1,KwcvhR,Clothing,606.0759099055626,1
TR-390,2025-01-24,8156,wonNkXrX,37,Male,10,AwTcFm,Clothing,850.923532538161,4
TR-391,2025-01-25,9247,HnmLRrUr,47,Male,6,tEUEMG,Books,757.0580245015719,4
TR-392,2025-01-26,8138,YJvwXzZv,34,Male,9,DRduty,Books,293.96649865039325,5
TR-393,2025-01-27,2824,alMZfuqu,66,Female,9,ubjkaD,Books,284.7620884714292,1
TR-394,2025-01-28,9659,vuMppsUk,29,Female,1,zAVeGd,Books,711.8233935399895,1
TR-395,2025-01-29,1682,PNUztjFt,32,Male,5,rwtSmz,Electronics,211.67235883083805,5
TR-396,2025-01-30,3461,rWMEElJM,70,Male,4,NsmfWp,Clothing,104.4407414686137,1
TR-397,2025-01-31,7412,qZhUFEHj,29,Male,9,vgqGqs,Books,935.937534362997,4
TR-398,2025-02-01,9695,XqlqVEac,60,Male,7,nlTyTk,Books,879.8738904030703,3
TR-399,2025-02-02,9267,aCpTANiA,69,Male,2,RxGWdN,Electronics,986.2656766396228,1
TR-400,2025-02-03,2536,uSZRnnwl,61,Female,5,vGJIhK,Clothing,116.84936365864937,2
TR-401,2025-02-04,7853,EpZUdgbp,37,Male,10,UAeBNl,Books,695.8313037480137,3
TR-402,2025-02-05,1626,XRHNJrcF,42,Male,5,fZZUxX,Clothing,985.4033577596124,3
TR-403,2025-02-06,7793,jpWoEqZU,66,Female,5,XvJElt,Books,777.005298736023,4
TR-404,2025-02-07,2027,pkjUiRtM,25,Female,9,fhbuYx,Clothing,856.1659892557909,5
TR-405,2025-02-08,6221,BLcPQnZA,20,Male,5,mHafGy,Clothing,587.2680311449947,3
TR-406,2025-02-09,6352,ttbgyfMm,56,Female,2,svcKMc,Electronics,406.64373340890427,3
TR-407,2025-02-10,6611,nJcyXqVN,38,Female,4,FGukYz,Clothing,826.2428525697844,3
TR-408,2025-02-11,4781,nudBwLBX,69,Male,10,IAxXkf,Electronics,480.78430258980427,4
TR-409,2025-02-12,2058,QMytvXMC,34,Female,1,SFpxkq,Clothing,371.1290824196574,2
TR-410,2025-02-13,3946,zLZVNTvu,24,Female,4,upebYC,Clothing,899.8922034245358,3
TR-411,2025-02-14,7270,WiRNVeRx,63,Female,6,rKUxpg,Books,499.67908541670846,4
TR-412,2025-02-15,6622,yVqqhDUS,49,Female,8,XUvhep,Electronics,685.344687667419,3
TR-413,2025-02-16,3482,FFjdwoDy,61,Male,8,WGDren,Books,237.74249097717546,1
TR-414,2025-02-17,1671,vCWlCVBm,25,Male,3,boLGWr,Books,777.6054021874182,2
TR-415,2025-02-18,1136,ZLCnZodg,43,Male,4,ysXIjo,Books,510.6434881570135,4
TR-416,2025-02-19,2217,JdJMVnnF,35,Female,3,LkiJhh,Books,330.35349971049715,2
TR-417,2025-02-20,6342,CxsbOgOF,57,Male,8,nKjUph,Books,698.9410026987,2
TR-418,2025-02-21,8250,GiueFelc,22,Female,5,Rnsmkg,Clothing,969.9058392017541,3
TR-419,2025-02-22,6056,OPRwQrwi,36,Female,10,qTACCM,Books,708.6339300758356,1
TR-420,2025-02-23,7451,AjDJrRwG,46,Male,4,hvVWjd,Electronics,825.5750189433386,2
TR-421,2025-02-24,2271,oVsXlGFG,26,Female,2,wqmnWG,Electronics,280.8956847232417,2
TR-422,2025-02-25,7863,cfDdpXOY,42,Male,3,wwHgvH,Clothing,642.2297471327125,4
TR-423,2025-02-26,3025,qvAxWQTL,66,Female,7,zpcVHJ,Books,995.2251726818574,2
TR-424,2025-02-27,5676,lDgAYLNK,47,Female,6,IddiMK,Electronics,43.65523910928785,4
TR-425,2025-02-28,8077,uOzlUbRg,62,Female,10,qKspCE,Electronics,786.3753379213874,4
TR-426,2025-03-01,9548,zLYpPGbg,20,Male,10,PyLxBg,Electronics,865.1783598076846,5
TR-427,2025-03-02,5126,dtJWrxBd,70,Male,4,fAhQFQ,Clothing,185.1046076331565,4
TR-428,2025-03-03,7975,xQaDSNdk,63,Female,8,huFgpt,Clothing,339.49689233669886,5
TR-429,2025-03-04,1084,SpDxCOFV,32,Male,6,zYKWjb,Clothing,122.5716024052181,1
TR-430,2025-03-05,5952,vCgXHxVr,65,Male,9,pTUuRp,Books,603.3594484798865,5
TR-431,2025-03-06,3394,NNnYmQsI,45,Female,3,aLVdcn,Books,308.6588829621147,2
TR-432,2025-03-07,3477,hXMUDZvy,54,Male,6,qVfYob,Books,568.699508271576,5
TR-433,2025-03-08,6390,hYwYDRRh,28,Female,2,nmUjyf,Electronics,144.34606549636965,5
TR-434,2025-03-09,4315,vZBTwOvm,62,Female,8,ttsaeL,Books,182.8488220341205,5
TR-435,2025-03-10,3627,BQjBjRZM,43,Female,10,BTixek,Books,759.1551703094567,3
TR-436,2025-03-11,1432,QwNnwnGU,54,Male,6,XABLqN,Books,392.8459129862709,2
TR-437,2025-03-12,2202,brEpiOID,28,Male,5,EsLqMK,Electronics,519.591698545267,3
TR-438,2025-03-13,1128,nBLiOJsg,24,Male,5,lrBkAO,Electronics,963.5613381826781,4
TR-439,2025-03-14,1868,LhVSgnyh,70,Female,6,bAYZfj,Clothing,884.9783623326906,4
TR-440,2025-03-15,7990,rfdaEBYA,41,Female,4,rMLkuM,Clothing,456.9427205815611,2
TR-441,2025-03-16,5436,wrlZyWHp,18,Male,7,DNCcqw,Clothing,999.4836799431511,3
TR-442,2025-03-17,3563,ihCNZxYx,65,Male,8,LIiCYn,Clothing,87.90058437832066,3
TR-443,2025-03-18,9250,eHCsAqTf,61,Female,9,bgxjOr,Electronics,134.81582689170335,1
TR-444,2025-03-19,1403,IcJSmzFp,66,Male,9,eEIqNr,Clothing,626.9775315440577,5
TR-445,2025-03-20,8102,lURQBSrY,63,Female,8,xMbwBy,Books,133.65563137401347,5
TR-446,2025-03-21,6025,isqjBcQr,35,Male,5,OmrNoJ,Books,991.7971509375636,1
TR-447,2025-03-22,5744,FLrFHHWR,30,Male,10,koiJuR,Electronics,112.73967093961751,3
TR-448,2025-03-23,6773,OklrLqVB,65,Male,10,hWtlMu,Books,620.9709670082225,1
TR-449,2025-03-24,8359,LtEgOdku,54,Male,7,sNslfX,Clothing,107.13367599063339,4
TR-450,2025-03-25,3068,UmzbEyVY,65,Female,6,kWDWSc,Books,931.1214939247792,3
TR-451,2025-03-26,3566,FmWdxsHY,51,Female,1,XvrXjD,Clothing,502.6372303449989,1
TR-452,2025-03-27,2114,tuByymLz,31,Male,5,NHqrLn,Electronics,158.02313045101423,3
TR-453,2025-03-28,2214,lGiKfFMm,51,Male,5,HfzJLz,Books,221.17623088648475,1
TR-454,2025-03-29,1683,SQSNIGGG,48,Male,3,LZgYPn,Clothing,360.7172118557181,3
TR-455,2025-03-30,8006,BQgzgrpY,43,Male,7,OMBMla,Clothing,308.3211451277063,5
TR-456,2025-03-31,1586,GKdzUuBj,45,Female,3,ABswgS,Clothing,573.8229327425432,2
TR-457,2025-04-01,4635,SVUskcYX,41,Female,10,pzPJwN,Books,62.60447855523321,3
TR-458,2025-04-02,6889,xTYbqDcw,51,Female,2,CvTKnG,Books,616.7003595011086,1
TR-459,2025-04-03,5687,ccDzMHlA,59,Male,6,TkUkno,Electronics,731.8192476468811,5
TR-460,2025-04-04,2825,QZHHapiH,65,Female,8,pvVBCs,Electronics,344.99136230161395,3
TR-461,2025-04-05,8617,TqzpCbtJ,65,Female,4,cTeEcM,Electronics,426.9344819426745,1
TR-462,2025-04-06,3545,ihnAByMA,40,Male,9,juddeK,Electronics,820.9341110583399,2
TR-463,2025-04-07,8189,FCvUFKng,59,Female,10,qwDhPe,Electronics,922.9158322896296,2
TR-464,2025-04-08,2267,SpoGPglp,23,Female,5,gbGabU,Electronics,332.46436837765026,5
TR-465,2025-04-09,9204,ODPMjULf,64,Male,5,uRrjsG,Electronics,828.254093042313,5
TR-466,2025-04-10,3306,yMITxjdq,44,Female,1,vzGSbN,Clothing,463.387099716219,4
TR-467,2025-04-11,2434,XkbXFwFk,63,Female,6,kHSBAT,Books,415.7010059530444,1
TR-468,2025-04-12,4717,WdJoKsdp,55,Female,9,pnHEwK,Electronics,107.27901742772642,3
TR-469,2025-04-13,9405,Huvupddu,37,Female,1,eoHCYX,Clothing,224.72962175492682,1
TR-470,2025-04-14,8426,PsDvRzHS,51,Female,2,cAkqNS,Books,890.6059898697359,3
TR-471,2025-04-15,9082,oMUoZIaJ,60,Female,10,zopAFx,Electronics,947.951761486483,1
TR-472,2025-04-16,6538,TfkuSTkq,62,Female,10,uRFjka,Electronics,410.7812352460121,5
TR-473,2025-04-17,2395,UNvdAiUZ,37,Male,8,qKFbwM,Electronics,828.3603688370346,3
TR-474,2025-04-18,2842,XESdUuTw,60,Male,5,WcdnbG,Books,250.48988707738667,3
TR-475,2025-04-19,6364,SzSEUuAZ,30,Male,9,hxWNIw,Books,446.42445443047677,5
TR-476,2025-04-20,8564,PdzwxQHM,70,Female,3,sFGgcA,Clothing,195.11526909984434,4
TR-477,2025-04-21,6703,LPqauJgK,29,Male,5,FapfVm,Electronics,471.5168303354402,2
TR-478,2025-04-22,8402,jTIDbDgA,53,Male,4,TJoAlO,Books,444.9816982484896,3
TR-479,2025-04-23,7785,cNCCzUyI,27,Male,6,raxAjZ,Electronics,877.774877756611,5
TR-480,2025-04-24,1216,RDoJlMKT,46,Female,9,JSSPyl,Clothing,975.2939412448811,4
TR-481,2025-04-25,4168,wZAjpjwf,35,Male,7,koHTKb,Books,219.4177699620177,3
TR-482,2025-04-26,9766,mtqZVWoq,24,Female,3,uFeQMW,Clothing,685.3454574860914,2
TR-483,2025-04-27,6879,mdkpUyWs,67,Male,9,AmuoHh,Clothing,944.8273892616908,4
TR-484,2025-04-28,7620,ZWwBapjF,30,Male,5,LHKMAQ,Clothing,404.12679350936986,5
TR-485,2025-04-29,2419,nBHsgcEl,59,Female,10,vGzNrI,Clothing,84.19862622369638,2
TR-486,2025-04-30,4808,yZrOqFGU,37,Male,5,eLGfBA,Books,630.7161357470067,2
TR-487,2025-05-01,7320,Evbbaoqq,47,Female,2,eVevaO,Books,717.5439125945134,2
TR-488,2025-05-02,2492,mSjomMgC,66,Female,3,LwYyDV,Clothing,466.1829772913483,3
TR-489,2025-05-03,5853,tBHkZSoj,34,Female,7,SqFMfi,Books,345.53651354604665,2
TR-490,2025-05-04,8625,pSlVfitk,32,Male,3,IbgNyq,Clothing,528.2494604411701,2
TR-491,2025-05-05,4795,DGkaTGVH,18,Female,8,RjECau,Clothing,777.88621060624,5
TR-492,2025-05-06,4750,DxlwLJOs,49,Female,6,wLvIzk,Clothing,503.2979734224759,1
TR-493,2025-05-07,5726,RWZhjvsO,37,Male,8,iNpQHe,Electronics,584.1476541816037,2
TR-494,2025-05-08,9227,UHQmjSEt,58,Female,4,loeVMp,Books,707.6465393340762,2
TR-495,2025-05-09,6257,aRAqkhuj,58,Male,7,oztkWh,Clothing,361.63918112296,3
TR-496,2025-05-10,9716,Wkvxonsw,21,Female,4,bgVgwm,Clothing,411.6491248168133,4
TR-497,2025-05-11,9431,meyKpajP,33,Female,5,AEJYfV,Books,261.9716024721694,5
TR-498,2025-05-12,2277,UeANOqGE,63,Female,2,ibVEvo,Clothing,792.7922610952083,5
TR-499,2025-05-13,9394,VZmggJkr,70,Male,4,CJhozn,Electronics,926.6307938684155,4
TR-500,2025-05-14,7611,rAIKgDUy,44,Female,3,GpkiNX,Books,754.7111412842667,3
TR-501,2025-05-15,2482,uSDYMBWt,62,Male,7,lMlYMA,Electronics,577.6652316466847,3
TR-502,2025-05-16,3075,UEkUgzSk,62,Male,7,WjOwQC,Clothing,929.5128559672917,2
TR-503,2025-05-17,2163,VvkGQadS,47,Female,4,sStqMP,Electronics,431.08254938234154,1
TR-504,2025-05-18,3141,ZnXyrVWl,32,Female,8,dFUMTT,Clothing,366.30194118177496,5
TR-505,2025-05-19,8490,OhGgDbQf,50,Male,8,NBvNSk,Books,868.5981383408299,3
TR-506,2025-05-20,6406,ZatEBLEP,49,Female,6,quCuvG,Electronics,723.0645314427131,2
TR-507,2025-05-21,2001,OHILhUBg,40,Male,3,PGwhwt,Electronics,168.80384558215317,5
TR-508,2025-05-22,2210,LuFMWgmo,69,Male,1,HcxIeJ,Clothing,951.5407480447236,5
TR-509,2025-05-23,8091,cILZUDZu,64,Female,3,lLzsyz,Clothing,184.97888848536832,3
TR-510,2025-05-24,9493,jUAiYFnf,66,Female,2,yHvXdd,Electronics,356.3339201081499,2
TR-511,2025-05-25,8250,AOZDDVEi,62,Male,3,tfplHg,Clothing,611.4213691569137,4
TR-512,2025-05-26,1921,RCUeiwGU,59,Female,5,HAMbKT,Clothing,190.87081064116848,3
TR-513,2025-05-27,1084,NBYWqOgJ,20,Female,10,OcBEdm,Electronics,254.27628145982334,2
TR-514,2025-05-28,4486,bSaanLPS,52,Male,8,SpLgEr,Clothing,55.85869167953732,2
TR-515,2025-05-29,4832,awjLgOWO,53,Female,2,kMLzak,Electronics,377.07836929424747,3
TR-516,2025-05-30,2189,eZcJwNua,20,Female,8,pbpwqL,Electronics,768.5186572156696,5
TR-517,2025-05-31,9900,bmIuepaj,60,Male,10,tlMlrK,Books,804.7195707460241,5
TR-518,2025-06-01,5287,FmQKZYNG,25,Female,3,NYCYZV,Clothing,972.2935219712814,4
TR-519,2025-06-02,7238,PeznkxYS,27,Female,1,RrIKVf,Electronics,135.3742548751316,5
TR-520,2025-06-03,8039,TuyIMyjc,38,Female,3,MrNnpt,Electronics,356.4611761859616,1
TR-521,2025-06-04,8270,rMzPirWL,27,Male,1,SjFJMX,Books,579.8366004147879,3
TR-522,2025-06-05,7894,kGwzRRZV,64,Female,10,QDipmi,Books,949.0441272959716,3
TR-523,2025-06-06,7596,FuoHMVLJ,37,Male,4,CrPkhL,Clothing,753.603232136889,3
TR-524,2025-06-07,3079,woaPffxg,41,Female,6,fLPekX,Electronics,176.16463283370044,2
TR-525,2025-06-08,6225,jPPaKkai,29,Female,10,quEinN,Clothing,623.6318771753447,5
TR-526,2025-06-09,3661,PRgDURxH,22,Female,3,hSohOo,Books,220.54698967821182,2
TR-527,2025-06-10,3160,lpgkLEoZ,21,Female,3,IleUFN,Books,417.03709162210515,2
TR-528,2025-06-11,2620,ufuqgOAP,53,Female,10,JyOpsr,Clothing,393.4725903947139,3
TR-529,2025-06-12,1759,AWTbfzoz,46,Male,1,RwTntN,Books,513.7398537703687,4
TR-530,2025-06-13,5668,LzLJkzAD,20,Male,10,NXOPJe,Books,503.9399482428028,1
TR-531,2025-06-14,1011,mTZwxUiP,20,Male,9,UBonOX,Electronics,651.596629335834,4
TR-532,2025-06-15,7733,euTCGFza,26,Male,2,txfuTx,Clothing,883.4359760057259,3
TR-533,2025-06-16,4377,uJSrFbhK,40,Female,9,gaJPHc,Clothing,681.116326317648,3
TR-534,2025-06-17,5285,ToqRNerC,18,Female,4,XmJqtY,Clothing,885.5209442088176,4
TR-535,2025-06-18,5860,pPYYuCEz,42,Male,2,hMeitm,Electronics,563.5796969982898,4
TR-536,2025-06-19,4437,dIUfYIrI,26,Female,9,vgXRyW,Books,492.9915539623641,5
TR-537,2025-06-20,7342,ONVetsNd,68,Female,6,QLGNiQ,Books,781.8644123345853,2
TR-538,2025-06-21,7394,iqCetqHz,39,Male,2,hGeaop,Clothing,845.2162387977338,5
